ts,temp,hum,light,airq,pm25,pm10
1172,1535541127,26.1,54.8,8.3,189,4,5
1173,1535541424,26.1,55.1,8.2,181.8,4,5
1174,1535541723,26,55.3,619.2,178.5,4,5
1175,1535542022,26,55.3,614.1,174.9,4,5
1176,1535542321,26,55.1,614.1,176.8,4,5
1177,1535542620,26,55,615.3,174.9,4,5
1178,1535542918,26,54.9,611.5,173.4,5,6
1179,1535543217,25.9,54.8,611.5,174.7,5,6
1180,1535543515,25.9,54.8,615.3,170.9,5,6
1181,1535543815,25.9,54.9,611.5,175,5,6
1182,1535544112,25.9,54.9,611.5,171.1,5,6
1183,1535544410,25.9,54.9,611.5,174.5,5,6
1184,1535544710,25.9,55.2,616.6,177.8,4,5
1185,1535545008,25.9,55.3,611.5,178.5,4,5
1186,1535545307,25.9,55.6,598.7,187.8,4,5
1187,1535545605,26,55.8,596.1,186.6,4,5
1188,1535545904,26,55.6,596.1,196.2,4,5
1189,1535546202,26.1,55.3,602.5,199.2,4,5
1190,1535546502,26.1,55.1,596.1,200.4,4,5
1191,1535546800,26.1,55.1,601.2,196.3,4,5
1192,1535547098,26.1,55.1,602.5,200.8,4,5
1193,1535547398,26.1,55.1,601.2,204,4,5
1194,1535547696,26.1,55,598.7,202,4,5
1195,1535547994,26.1,54.9,603.8,206.1,4,5
1196,1535548294,26.1,54.8,601.2,204,4,5
1197,1535548592,26.1,54.4,598.7,214.7,4,5
1198,1535548890,26.1,54.4,601.2,216.5,4,5
1199,1535549189,26.1,54.6,601.2,215.8,4,5
1200,1535549487,26.1,54.5,602.5,207.4,4,5
1201,1535549786,26,54.8,523.3,215.4,4,5
1202,1535550085,26,55,522.1,224.2,4,5
1203,1535550384,26.1,55,522.1,223.7,4,5
1204,1535550684,26.1,55.1,519.5,232.2,4,5
1205,1535550984,26.2,55.4,519.5,228.6,4,5
1206,1535551279,26.2,55.4,525.9,227.3,4,5
1207,1535551578,26.2,55.4,527.2,225.5,4,5
1208,1535551876,26.2,55.7,524.6,221.1,4,5
1209,1535552175,26.2,55.9,527.2,220.9,4,5
1210,1535552473,26.2,55.9,527.2,218.7,4,5
1211,1535552772,26.2,55.8,524.6,215.9,4,5
1212,1535553071,26.2,55.6,527.2,221,4,5
1213,1535553369,26.2,55.6,528.4,213.6,4,5
1214,1535553668,26.1,55.5,524.6,221,5,6
1215,1535553967,26.1,55.6,528.4,214.8,5,6
1216,1535554266,26.1,55.3,527.2,220,5,6
1217,1535554564,26,55,527.2,205.6,5,6
1218,1535554862,26,54.8,524.6,200.9,5,6
1219,1535555162,25.9,54.9,528.4,195.6,5,6
1220,1535555461,25.9,55,524.6,195.5,3,4
1221,1535555759,25.8,55.2,531,188.4,3,4
1222,1535556058,25.8,55.4,527.2,178.8,3,4
1223,1535556356,25.8,55.8,527.2,177.5,3,4
1224,1535556655,25.8,56.1,527.2,184.7,3,4
1225,1535556954,25.8,56.7,527.2,181.1,3,4
1226,1535557252,25.8,57.1,524.6,182.4,4,5
1227,1535557551,25.8,57.6,524.6,182.3,4,5
1228,1535557850,25.8,57.8,524.6,181.2,4,5
1229,1535558148,25.8,57.7,524.6,185.7,4,5
1230,1535558447,25.8,57.4,531,191.4,4,5
1231,1535558746,25.8,57.4,524.6,184.7,4,5
1232,1535559044,25.8,57.3,524.6,188.9,3,4
1233,1535559343,25.8,57.4,527.2,185,3,4
1234,1535559641,25.8,57.6,524.6,190.5,3,4
1235,1535559940,25.7,57.7,524.6,185,3,4
1236,1535560238,25.7,57.8,524.6,189.6,3,4
1237,1535560537,25.7,57.8,525.9,177.4,3,4
1238,1535560837,25.7,57.7,528.4,181.2,3,4
1239,1535561135,25.6,57.7,528.4,180.6,3,4
1240,1535561433,25.6,57.8,390.7,180.9,3,4
1241,1535561732,25.6,57.8,393.2,183.2,3,4
1242,1535562030,25.5,57.7,393.2,172.3,3,4
1243,1535562329,25.5,57.7,390.7,182.9,3,4
1244,1535562628,25.4,57.7,393.2,170.1,3,4
1245,1535562926,25.4,57.9,394.4,176.4,3,4
1246,1535563224,25.3,57.9,394.4,176.6,3,4
1247,1535563524,25.3,58.3,390.7,166.7,3,4
1248,1535563822,25.2,58.2,390.7,156.1,3,4
1249,1535564121,25.1,58.1,393.2,169.1,3,4
1250,1535564419,25.1,58.1,390.7,160.1,2,3
1251,1535564718,25.1,58.1,390.7,152.1,2,3
1252,1535565017,25,58.1,394.4,146.4,2,3
1253,1535565316,24.9,58.1,390.7,141.3,2,3
1254,1535565614,24.9,58.1,0.8,145.6,2,3
1255,1535565913,24.8,58.5,0.8,127,2,3
1256,1535566212,24.7,59.4,0.9,123.9,4,5
1257,1535566510,24.6,61.3,0.8,112.7,4,5
1258,1535566809,24.6,62.6,0.8,102.3,4,5
1259,1535567107,24.5,63.7,0.8,102.1,4,5
1260,1535567406,24.5,64.7,0.8,95.7,4,5
1261,1535567705,24.5,66.3,0.8,74.2,4,5
1262,1535568004,24.5,66.7,0.8,82.1,5,6
1263,1535568302,24.5,67.2,0.8,78.3,5,6
1264,1535568600,24.5,68.3,0.8,69.4,5,6
1265,1535568899,24.5,69,0.8,50.8,5,6
1266,1535569198,24.5,69.4,0.8,61.3,5,6
1267,1535569496,24.5,69.7,0.8,57.4,5,6
1268,1535569796,24.5,70,0.8,51.5,3,4
1269,1535570094,24.5,70.2,0.8,57.3,3,4
1270,1535570393,24.5,70.3,0.8,50.5,3,4
1271,1535570691,24.5,70.5,0.8,53.6,3,4
1272,1535570990,24.6,70.5,0.8,45.1,3,4
1273,1535571288,24.6,69.4,0.8,60.5,3,4
1274,1535624702,26.2,60.3,163.7,37.3,7,8
1275,1535624988,26.3,57.5,560.3,56.5,7,8
1276,1535625287,26.2,57,562.9,116,7,8
1277,1535625585,26.1,57,560.3,226,7,8
1278,1535625884,26,57,564.1,267.4,7,8
1279,1535626183,26,56.7,560.3,250,7,8
1280,1535626482,25.9,56.8,560.3,238.6,5,6
1281,1535626781,25.9,56.7,12.8,230.8,5,6
1282,1535627078,25.8,56.6,12.7,219.8,5,6
1283,1535627377,25.8,56.8,562.9,212.1,5,6
1284,1535627676,25.7,56.9,562.9,209.1,5,6
1285,1535627974,25.7,56.9,560.3,208.9,5,6
1286,1535628272,25.7,57,560.3,194.8,5,6
1287,1535628572,25.6,56.8,560.3,189,5,6
1288,1535628870,25.6,56.7,560.3,185.9,5,6
1289,1535629169,25.6,56.7,564.1,176.9,5,6
1290,1535629467,25.6,56.9,560.3,174.4,5,6
1291,1535629766,25.5,56.9,564.1,167.9,5,6
1292,1535630066,25.5,57.2,560.3,163.4,4,5
1293,1535630363,25.5,57.5,561.6,164.4,4,5
1294,1535630662,25.6,57.3,561.6,172.4,4,5
1295,1535630960,25.6,57.5,561.6,172.3,4,5
1296,1535631259,25.6,57.5,561.6,175.6,4,5
1297,1535631558,25.6,57.4,561.6,172.7,4,5
1298,1535631856,25.6,57.1,557.7,174.7,4,5
1299,1535632155,25.7,57,557.7,173,4,5
1300,1535632453,25.7,56.9,559,181.6,4,5
1301,1535632753,25.7,57.1,555.2,182.9,4,5
1302,1535633051,25.7,57.2,539.9,184.5,4,5
1303,1535633349,25.8,57.2,543.7,187.4,4,5
1304,1535633648,25.7,57.2,496.7,182.4,4,5
1305,1535633947,25.6,57.6,496.7,182.4,4,5
1306,1535634245,25.7,57.6,496.7,187.4,4,5
1307,1535634544,25.7,58.3,494.1,191.3,4,5
1308,1535634842,25.8,58.6,491.6,197.6,4,5
1309,1535635141,25.8,58.8,494.1,201.1,4,5
1310,1535635440,25.9,59.1,495.4,208.2,5,6
1311,1535635738,25.9,59.4,494.1,211.1,5,6
1312,1535636037,25.8,59.7,491.6,223.7,5,6
1313,1535636335,25.7,59.4,491.6,230.3,5,6
1314,1535636635,25.6,59.6,491.6,235.5,5,6
1315,1535636933,25.5,60.3,491.6,229.6,5,6
1316,1535637231,25.4,60.7,495.4,231.8,5,6
1317,1535637530,25.4,60.2,538.6,239,5,6
1318,1535637829,25.3,59.6,538.6,238.1,5,6
1319,1535638128,25.1,59.3,534.8,230.8,5,6
1320,1535638426,24.9,59.9,534.8,209.3,5,6
1321,1535638724,25,59.9,534.8,205.7,5,6
1322,1535639023,25.1,59.9,534.8,197.4,4,5
1323,1535639321,25.1,59.8,534.8,203,4,5
1324,1535639620,25.2,59.7,534.8,195.1,4,5
1325,1535639919,25.2,59.7,537.3,190.7,4,5
1326,1535640218,25.3,59.7,534.8,192.1,4,5
1327,1535640516,25.3,59.7,534.8,192.2,4,5
1328,1535640815,25.3,59.6,536.1,185.9,4,5
1329,1535641114,25.3,59.6,536.1,186.1,4,5
1330,1535641412,25.3,59.9,536.1,186.6,4,5
1331,1535641710,25.3,60.4,532.3,187,4,5
1332,1535642009,25.4,60.9,536.1,191.6,4,5
1333,1535642308,25.4,63.2,528.4,204.4,4,5
1334,1535642607,25.5,62.6,527.2,219.3,5,6
1335,1535642905,25.6,62.3,527.2,230.2,5,6
1336,1535643204,25.6,62.3,541.2,247.9,5,6
1337,1535643503,25.7,62.2,539.9,250,5,6
1338,1535643801,25.7,62.9,524.6,250,5,6
1339,1535644099,25.7,62.5,556.5,250,5,6
1340,1535644399,25.8,61.8,524.6,250,5,6
1341,1535644697,25.9,61.5,561.6,250,5,6
1342,1535644996,26,61.2,560.3,250,5,6
1343,1535645294,25.9,60.9,552.6,229.8,5,6
1344,1535645593,25.8,60.9,552.6,230.7,5,6
1345,1535645892,25.8,60.6,553.9,233.8,5,6
1346,1535646191,25.8,60.1,550.1,224.9,4,5
1347,1535646489,25.7,59.8,489.1,220.3,4,5
1348,1535646787,25.7,59.6,489.1,217.9,4,5
1349,1535647086,25.7,59.7,489.1,215.3,4,5
1350,1535647385,25.7,59.4,490.3,201.7,4,5
1351,1535647683,25.7,59.4,490.3,207.2,4,5
1352,1535647982,25.7,59.2,489.1,196.2,6,7
1353,1535648280,25.7,59,486.5,198.1,6,7
1354,1535648580,25.6,58.9,486.5,189.9,6,7
1355,1535648878,25.6,59,490.3,185.9,6,7
1356,1535649176,25.6,59.3,486.5,179.7,6,7
1357,1535649474,25.5,59.5,486.5,187.3,6,7
1358,1535649774,25.5,59.6,487.8,180.1,6,7
1359,1535650071,25.5,59.6,486.5,170.2,6,7
1360,1535650370,25.5,59.8,486.5,167.4,6,7
1361,1535650669,25.4,59.8,486.5,164.3,6,7
1362,1535650967,25.4,59.9,486.5,157.9,6,7
1363,1535651266,25.3,59.9,486.5,164.4,6,7
1364,1535651566,25.3,59.9,487.8,151.2,5,6
1365,1535651863,25.2,59.9,484,138.7,5,6
1366,1535652162,25.2,59.7,486.5,136.8,5,6
1367,1535652460,25.1,60.8,484,121,5,6
1368,1535652759,25,62.5,484,109.3,5,6
1369,1535653058,25,64.2,487.8,106.4,5,6
1370,1535653356,25,65.5,487.8,101.5,5,6
1371,1535653655,25,66.9,484,96.7,5,6
1372,1535653955,24.9,68,487.8,98.2,5,6
1373,1535654253,24.9,69.1,484,82.7,5,6
1374,1535654552,24.9,70.1,484,79.3,5,6
1375,1535654849,24.9,70.8,0.9,66.2,5,6
1376,1535655148,24.9,71.6,0.9,65.4,5,6
1377,1535655447,24.9,72.4,0.9,51.9,5,6
1378,1535655745,24.9,73,0.9,51.2,5,6
1379,1535656044,24.9,73.4,0.9,49.9,5,6
1380,1535656343,24.9,73.8,0.9,41.3,5,6
1381,1536049785,24,63.1,650,37.3,4,5
1382,1536049803,24.1,62,971.2,37.3,4,5
1383,1536049894,24.2,61,386.9,37.3,3,4
1384,1536050068,24.2,60.6,386.9,50.9,3,4
1385,1536050368,24.1,61,389.4,92.6,3,4
1386,1536050666,24,61.5,388.2,165.9,3,4
1387,1536050964,23.9,61.5,381.9,250,3,4
1388,1536051263,23.9,61.5,380.6,249.8,3,4
1389,1536052454,23.9,61.5,380.6,247,6,7
1390,1536052454,24,61.2,383.1,250,6,7
1391,1536052454,24.1,60.9,380.6,245.1,6,7
1392,1536052454,24.1,60.8,383.1,248.6,6,7
1393,1536052753,24.1,60.7,380.6,243.6,6,7
1394,1536053052,24.1,60.8,390.7,249.9,6,7
1395,1536053351,24.2,60.6,396.9,249.9,3,4
1396,1536053649,24.3,60.5,398.2,250,3,4
1397,1536053947,24.3,60.3,398.2,248.3,3,4
1398,1536054246,24.3,60,400.7,250,3,4
1399,1536055141,24.4,59.7,403.2,250,3,4
1400,1536055141,24.5,59.4,408.3,243.5,3,4
1401,1536055141,24.6,59.2,438.5,246.3,4,5
1402,1536055438,24.6,59,451.1,246,4,5
1403,1536055737,24.7,58.8,433.4,249.2,4,5
1404,1536216693,24.6,58.6,458.7,239.6,4,5
1405,1536216693,24.7,58.2,456.2,244,4,5
1406,1536216693,24.8,58,438.5,238.2,4,5
1407,1536216693,24.9,58,433.4,245.3,4,5
1408,1536216693,25,57.9,441,239.6,4,5
1409,1536216693,25,57.8,452.4,239.5,4,5
1410,1536216693,25.1,57.7,418.3,240.7,4,5
1411,1536216693,25.1,57.5,396.9,241.9,4,5
1412,1536216693,25.1,57.5,390.7,241.3,4,5
1413,1536216693,25.1,57.3,404.5,237.7,4,5
1414,1536216693,25.1,57.2,438.5,229.5,4,5
1415,1536216693,25.1,57.1,438.5,232,4,5
1416,1536216693,25.1,57.2,433.4,223.9,4,5
1417,1536216693,25.1,57.2,430.9,216.6,4,5
1418,1536216693,25.1,57.1,425.9,216.6,4,5
1419,1536216693,24.2,61.7,15.7,205.7,8,9
1420,1536216924,24.2,60,375.6,189.5,8,9
1421,1536217222,24.2,60.3,378.1,201.9,8,9
1422,1536217521,24.2,60.1,373.1,216.7,8,9
1423,1536217819,24.2,60.1,378.1,203,8,9
1424,1536218119,24.2,60,378.1,205,6,7
1425,1536218417,24.2,60,355.6,235.7,6,7
1426,1536218716,24.3,60,366.8,211.7,6,7
1427,1536219014,24.3,59.9,383.1,222.7,6,7
1428,1536219313,24.3,59.5,383.1,224.7,6,7
1429,1536219611,24.3,59.1,384.4,218.6,6,7
1430,1536219910,24.2,59.2,384.4,180.6,4,5
1431,1536220208,24.2,59.6,383.1,172.5,4,5
1432,1536220507,24.3,60.1,263.8,173.6,4,5
1433,1536220805,24.3,59.9,383.1,175.3,4,5
1434,1536221105,24.4,59.5,383.1,182.7,4,5
1435,1536221404,24.4,59.5,385.6,182.4,4,5
1436,1536221702,24.4,59.3,386.9,173.1,6,7
1437,1536222001,24.5,59.3,385.6,173.3,6,7
1438,1536222300,24.5,59.2,385.6,166.9,6,7
1439,1536222598,24.5,59.4,386.9,168.8,6,7
1440,1536222896,24.5,60.7,380.6,175.7,6,7
1441,1536223195,24.6,60.9,383.1,202.6,6,7
1442,1536223494,24.7,60.9,383.1,237,5,6
1443,1536223792,24.9,61.2,385.6,250,5,6
1444,1536224091,25,61.4,386.9,250,5,6
1445,1536224389,25.1,61.2,385.6,250,5,6
1446,1536224690,25.2,61.2,386.9,250,5,6
1447,1536224986,25.3,61.1,380.6,250,5,6
1448,1536225286,25.3,60.3,389.4,250,5,6
1449,1536225584,25.3,59.5,388.2,250,5,6
1450,1536225882,25.3,59.2,380.6,242.9,5,6
1451,1536226181,25.2,58.8,385.6,237.8,5,6
1452,1536226479,25.2,58.6,393.2,220.1,5,6
1453,1536226778,25.2,58.7,394.4,218.2,5,6
1454,1536227077,25.2,58.3,395.7,205.9,5,6
1455,1536227376,25.2,57.9,404.5,189.9,5,6
1456,1536227674,25.1,57.8,408.3,182.9,5,6
1457,1536227973,25.1,58,413.3,174.1,5,6
1458,1536228271,25.1,58,423.4,159.2,5,6
1459,1536228570,25.2,58,428.4,153.5,5,6
1460,1536228869,25.2,57.8,430.9,160.5,8,9
1461,1536229167,25.2,57.7,438.5,153.6,8,9
1462,1536229466,25.2,57.4,441,141.6,8,9
1463,1536229765,25.2,57.3,430.9,152.7,8,9
1464,1536230063,25.2,57.3,438.5,156.8,8,9
1465,1536230362,25.2,57.4,437.2,157.6,8,9
1466,1536230660,25.2,57.3,433.4,160.9,5,6
1467,1536230960,25.3,56.9,432.2,152.7,5,6
1468,1536231257,25.3,56.8,436,160.6,5,6
1469,1536231559,25.3,56.8,433.4,161.7,5,6
1470,1536231854,25.3,56.7,434.7,156.4,5,6
1471,1536232153,25.3,56.5,428.4,135.9,5,6
1472,1536232452,25.3,56.5,428.4,140.2,5,6
1473,1536232751,25.3,56.4,420.8,131.1,5,6
1474,1536233049,25.3,56.4,378.1,132.5,5,6
1475,1536233348,25.3,56.6,427.1,128,5,6
1476,1536233647,25.3,56.7,420.8,125.2,5,6
1477,1536233945,25.3,56.7,420.8,114.5,5,6
1478,1536234244,25.3,56.7,422.1,116.9,5,6
1479,1536234542,25.3,56.7,420.8,108.2,5,6
1480,1536234842,25.3,56.8,420.8,108.3,5,6
1481,1536235140,25.2,56.9,420.8,111.1,5,6
1482,1536235438,25.2,57,418.3,110.4,5,6
1483,1536235737,25.2,57.3,413.3,109.5,5,6
1484,1536236036,25.2,57.5,408.3,106.9,4,5
1485,1536236334,25.2,57.5,408.3,95.6,4,5
1486,1536236633,25.2,58,408.3,120.7,4,5
1487,1536236932,25.3,58,405.7,118.7,4,5
1488,1536237231,25.3,58.1,403.2,135.5,4,5
1489,1536237529,25.3,58,413.3,141.4,4,5
1490,1536237827,25.3,57.8,402,143.3,6,7
1491,1536238191,25.3,57.6,402,149.7,6,7
1492,1536238424,25.3,57.5,410.8,154.9,6,7
1493,1536238722,25.3,57.4,408.3,150.6,6,7
1494,1536239022,25.3,57.6,389.4,163.3,6,7
1495,1536239320,25.3,57.8,402,169.5,6,7
1496,1536239619,25.3,57.9,399.5,183.8,4,5
1497,1536239917,25.3,58,393.2,184.2,4,5
1498,1536240216,25.3,58,393.2,187.4,4,5
1499,1536240514,25.3,57.9,388.2,206.4,4,5
1500,1536240813,25.3,58.2,389.4,188.6,4,5
1501,1536241112,25.4,59.5,381.9,197.8,4,5
1502,1536241411,25.5,59.7,385.6,237.4,5,6
1503,1536241710,25.7,60.2,380.6,250,5,6
1504,1536242007,25.8,60.3,380.6,250,5,6
1505,1536242307,25.9,60.4,378.1,250,5,6
1506,1536242605,26,60.7,379.4,250,5,6
1507,1536242904,26,59.6,385.6,250,5,6
1508,1536243204,26.1,58.6,385.6,250,4,5
1509,1536243508,26,58.4,388.2,247.8,4,5
1510,1536243799,26,58.2,383.1,239.8,4,5
1511,1536244098,26,57.9,383.1,235.3,4,5
1512,1536244398,26,57.7,385.6,225.5,4,5
1513,1536244696,26,57.9,381.9,216.3,4,5
1514,1536244994,26,57.8,385.6,214.6,4,5
1515,1536245293,26,57.7,381.9,216.2,4,5
1516,1536245591,25.9,57.6,383.1,214.2,4,5
1517,1536245890,25.9,57.5,388.2,218.7,4,5
1518,1536246189,25.9,57.2,378.1,211.7,4,5
1519,1536246487,25.9,57.1,375.6,213.7,4,5
1520,1536246787,25.9,57.1,373.1,204,4,5
1521,1536247086,25.9,57,370.6,204.1,4,5
1522,1536247384,25.9,56.9,370.6,197.6,4,5
1523,1536247682,25.8,57.2,371.9,191.2,4,5
1524,1536247981,25.8,57.4,375.6,198.8,4,5
1525,1536248280,25.8,57.5,375.6,186.8,4,5
1526,1536248578,25.8,57.5,373.1,174.9,4,5
1527,1536248877,25.8,57.5,375.6,189.9,4,5
1528,1536249175,25.8,57.5,375.6,177.5,4,5
1529,1536249474,25.8,57.5,375.6,174.6,4,5
1530,1536249773,25.8,57.5,378.1,166.3,4,5
1531,1536395870,25.8,58.9,3779.6,37.3,13,14
1532,1536395894,26,59.1,1145.7,37.3,12,13
1533,1536395939,26.1,59,1233.1,37.3,12,13
1534,1536396129,26.5,59.6,1279.1,66.2,10,11
1535,1536397022,26.9,56.7,1021.6,153,11,12
1536,1536397022,27.2,57.1,1017.6,297.6,11,12
1537,1536397022,27.6,56.7,1121.6,328,13,14
1538,1536397321,28,54.9,1160.5,250,10,11
1539,1536397620,28.3,54.1,1173.9,232,12,13
1540,1536397919,28.5,54.1,1171.2,216.2,10,11
1541,1536398229,28.7,52.7,1192.7,208.8,9,10
1542,1536398516,29,53.1,1186,193.6,8,9
1543,1536398814,29,51,1217,185.2,10,11
1544,1536399118,29.2,51.8,1179.3,180.2,10,11
1545,1536399430,29.7,53,1192.7,169.1,12,13
1546,1536400008,29.7,53,1192.7,169.1,12,13
1547,1536400008,30,51.3,1206.2,169.9,15,16
1548,1536400008,29.7,49.1,1179.3,164.3,12,13
1549,1536400308,29.8,50.4,1249.3,153.8,13,14
1550,1536400606,29.8,50.6,1287.2,152.5,31,33
1551,1536400904,30.1,48.9,1190,155.2,12,13
1552,1536401203,30.3,49,1165.8,151.7,11,12
1553,1536401538,30.3,47.4,1344.3,157.1,12,13
1554,1536402096,30.3,50.7,1368.8,133.7,13,14
1555,1536402096,30.6,48.9,1352.4,132.4,11,12
1556,1536402395,30.7,48.4,1371.5,134.7,11,12
1557,1536402693,30.7,46.2,1371.5,135,10,11
1558,1536403119,30.7,45.8,1357.9,128.3,10,11
1559,1536403887,30.7,46.1,1360.6,127.4,10,11
1560,1536403887,30.9,47.1,1420.6,113.4,10,11
1561,1536403887,30.8,44.5,1387.8,115.8,8,9
1562,1536404187,30.6,46.6,1409.7,101.7,13,14
1563,1536404485,30.7,45.5,1303.5,97.5,9,10
1564,1536405379,30.7,45.2,1273.7,96.5,11,12
1565,1536405379,31,46.5,1431.6,93.5,9,10
1566,1536405379,31.2,39.4,1558,118.3,7,8
1567,1536405677,30.9,40.3,1649.3,104.1,7,8
1568,1536405976,31,40.8,1605,97,11,12
1569,1536406275,30.9,42.3,1593.9,82.3,8,9
1570,1536406573,31.2,43.1,1602.2,79.2,10,11
1571,1536406872,31.5,44.1,1546.9,80.2,7,8
1572,1536407765,31.2,41.3,1566.3,82.2,7,8
1573,1536407765,31.4,42.8,1632.7,71.7,9,10
1574,1536407765,31.5,41,1133.6,82.2,10,11
1575,1536408064,31.5,40.9,1649.3,74.3,12,13
1576,1536408958,31.4,43.3,1616,64.6,13,14
1577,1536408958,31.2,42.8,1563.5,60.6,10,11
1578,1536408958,31,41.5,831.7,52.2,9,10
1579,1536409256,30.5,42.3,892,48,24,25
1580,1536409556,30.3,44,1505.6,35.5,12,13
1581,1536409854,29.7,45.9,1530.4,27.9,13,14
1582,1536410153,29.4,45.6,1179.3,32.1,12,13
1583,1536410451,29.2,48,871,25,16,17
1584,1536410749,28.9,47.4,923.6,25,14,15
1585,1536411048,28.7,48.8,1254.8,25,16,17
1586,1536411347,28.8,48.4,1360.6,29.2,17,18
1587,1536411649,29,49.1,984.4,25,14,15
1588,1536411944,29.1,46.5,968.5,37.6,11,12
1589,1536412242,28.9,47.8,943.4,33.9,11,12
1590,1536412542,29.5,48,1355.1,37,13,14
1591,1536413276,30.2,45.4,1491.9,37.3,11,12
1592,1536413292,30.4,44.1,1230.4,37.3,11,12
1593,1536413564,30.3,45.9,728.8,40.2,11,12
1594,1536413895,30,44.9,569.2,51.1,11,12
1595,1536415349,29.9,44.9,991,71.9,11,12
1596,1536415349,30.1,45.8,571.8,102.4,11,12
1597,1536415349,30.2,45.8,902.6,120.9,11,12
1598,1536415349,30.2,47.3,1026.9,119.3,9,10
1599,1536415349,29.9,44.9,675.8,138,9,10
1600,1536415649,29.3,47.2,632,115.3,9,10
1601,1536415946,29.1,47,644.9,106.1,9,10
1602,1536416245,29,46,923.6,106.7,9,10
1603,1536416543,29,46.9,598.7,92.8,9,10
1604,1536416842,28.9,48.2,571.8,67.7,12,13
1605,1536417140,29,47.7,466.3,89.6,12,13
1606,1536417442,28.9,47.8,478.9,92.7,12,13
1607,1536417738,28.5,49.4,476.4,89.7,12,13
1608,1536418631,28.7,49.1,560.3,92.8,12,13
1609,1536418631,28.5,49.3,560.3,109,12,13
1610,1536418631,28.6,50.3,635.9,131.9,16,17
1611,1536418929,28.5,50.7,587.1,151.1,16,17
1612,1536419229,28.1,49.8,429.7,152.6,16,17
1613,1536419527,28.2,50.4,557.7,149.7,16,17
1614,1536419825,28,49.9,864.5,165.8,16,17
1615,1536420124,27.8,51,923.6,157.2,16,17
1616,1536420423,27.8,51.4,844.8,147.3,17,18
1617,1536421339,27.9,49.5,737.9,155.7,17,18
1618,1536421339,28,50.5,660.3,158.8,17,18
1619,1536421339,28.1,49.4,489.1,162.9,17,18
1620,1536422508,28.1,50.3,518.3,172.5,17,18
1621,1536422508,28.2,49.6,484,189,17,18
1622,1536422508,28,50.3,466.3,191.4,18,19
1623,1536422508,28,49.9,358.1,202.4,18,19
1624,1536423417,28,50.2,405.7,196.6,18,19
1625,1536423417,27.9,49.7,355.6,204.5,18,19
1626,1536423417,27.8,49.9,355.6,210.9,18,19
1627,1536478975,26,59,922.3,37.3,13,14
1628,1536478975,25.4,58.8,1248,66.2,13,14
1629,1536478975,25.5,59.3,1241.2,153,13,14
1630,1536478975,25.7,59.1,1289.9,153,9,10
1631,1536479006,25.7,59.3,1300.8,153,10,11
1632,1536479048,25.6,60.3,1292.7,297.6,10,11
1633,1536479345,25.2,62.2,1368.8,342.6,10,11
1634,1536479643,25.8,60.8,1390.6,250,10,11
1635,1536479942,25.6,59.3,1379.7,229.8,12,13
1636,1536480241,25.8,59.4,1437,206.9,12,13
1637,1536480540,26.2,58.9,1374.2,189,12,13
1638,1536480838,26.3,57.6,1401.5,182.2,12,13
1639,1536481137,26.5,57,1541.4,176.2,12,13
1640,1536481436,27,55.9,1508.4,162.6,12,13
1641,1536481735,27.3,54.7,1616,151.7,24,25
1642,1536482033,26.6,55.5,1652.1,149.6,24,25
1643,1536482332,26.9,54.3,1649.3,138.9,24,25
1644,1536482630,27.6,53.8,1704.9,126,24,25
1645,1536482928,27.8,50.9,1718.8,123,24,25
1646,1536483227,28.3,51.3,1738.3,128.9,24,25
1647,1536483527,28.3,50.2,1769.1,133.8,14,15
1648,1536483825,28.1,52.7,1771.8,118.7,14,15
1649,1536484123,27.6,51.9,1819.4,121.2,14,15
1650,1536484423,28.2,49.5,1827.9,119.2,14,15
1651,1536484721,28.7,51.3,1760.7,115.7,14,15
1652,1536485019,28.3,50.3,1864.3,117.8,14,15
1653,1536485319,28.8,51.5,1839.1,107.2,17,18
1654,1536485616,28.9,51,1566.3,105.2,17,18
1655,1536485916,29,49.1,1535.9,116.4,17,18
1656,1536486214,29.2,50.4,1909.4,121.7,17,18
1657,1536568184,23.8,63.7,171.1,37.3,8,9
1658,1536568184,24,62.4,388.2,66.2,8,9
1659,1536568184,24,62.2,388.2,66.2,5,6
1660,1536568355,24,61.9,391.9,153,5,6
1661,1536568653,24.1,61.6,388.2,297.6,5,6
1662,1536568951,24.1,61.5,388.2,393.8,5,6
1663,1536569250,24.1,61.6,391.9,284.2,5,6
1664,1536569550,24.1,61.7,388.2,250,3,4
1665,1536569847,24.1,61.7,391.9,240.7,3,4
1666,1536570146,24.1,61.8,388.2,230.6,3,4
1667,1536570444,24.2,61.7,388.2,222.9,3,4
1668,1536570743,24.3,61.7,390.7,219.7,3,4
1669,1536571042,24.4,61.6,388.2,217.2,3,4
1670,1536571342,24.4,61.7,390.7,212.1,7,8
1671,1536571639,24.5,61.5,388.2,210.9,7,8
1672,1536571938,24.6,61.6,388.2,210.9,7,8
1673,1536572236,24.6,61.5,388.2,205,7,8
1674,1536572535,24.6,61.5,393.2,206.6,7,8
1675,1536572834,24.7,61.3,396.9,207.1,7,8
1676,1536573132,24.7,60.9,395.7,202.3,5,6
1677,1536573430,24.8,60.7,410.8,199,5,6
1678,1536573729,24.8,60.3,413.3,200.5,5,6
1679,1536574028,24.8,60,415.8,190.5,5,6
1680,1536574326,24.8,60,423.4,191.7,5,6
1681,1536574626,24.8,60.1,430.9,190.8,5,6
1682,1536574925,24.8,60,433.4,184.3,5,6
1683,1536575222,24.8,60,441,185.2,5,6
